pitcher_id,pitch_type_name,pitches_thrown,pitcher_break_z,pitcher_break_x,spin_rate,active_spin,diff_clock_label,release_speed,movement_inches
676879,SI,313,21.356549520766773,13.99041533546326,1986.0,0.8930142015672585,-0H 45M,96.5,15.3
605135,SI,1342,21.206259314456037,16.31408345752608,2104.0,0.901352050349816,+1H 00M,92.6,19.8
663738,SL,490,35.816326530612244,0.4122448979591837,2054.0,0.1202636400766589,+2H 15M,85.2,1.8
663855,SI,271,17.36678966789668,15.187822878228781,2012.0,0.927287582733298,+0H 45M,99.3,19.5
669467,FF,130,20.4,1.8,2289.0,0.6957290459627135,+0H 15M,95.0,9.4
608566,SL,1086,34.02495395948434,1.3812154696132597,2382.0,0.2274941328769165,-1H 00M,87.9,3.8
641816,FS,734,27.849046321525886,14.586512261580381,1918.0,0.901857847570193,+0H 45M,87.3,17.5
660761,FF,770,16.764935064935067,9.032467532467532,2214.0,0.8642968790654997,+0H 15M,93.4,16.5
608716,FF,793,12.204791929382093,8.66746532156368,2364.0,0.9713383689059756, 0H 00M,94.0,20.4
624522,FF,578,15.086678200692042,5.620588235294117,2368.0,0.8310351002245792, 0H 00M,93.9,16.2
605397,SL,1108,40.83402527075812,13.879873646209386,2679.0,0.572827364819252,+0H 45M,82.5,14.7
501381,FF,1282,18.743291731669267,6.594305772230889,1946.0,0.91334193428367,-0H 15M,92.0,15.9
628711,CU,1299,42.98483448806774,15.814626635873752,2876.0,0.4972318682123088,-0H 30M,80.9,17.8
621112,SI,411,22.055717761557176,12.5,2004.0,0.8700194676273547,+1H 15M,89.8,17.1
425794,FC,1014,30.966666666666672,6.265877712031559,2366.0,0.4849074453761947,-1H 00M,85.0,8.3
477132,FF,1119,13.798123324396784,0.4546023235031278,2503.0,0.8924334977339455,+0H 15M,91.6,19.0
594835,CH,744,33.57983870967742,17.036424731182795,2124.0,0.9935887669978086,-0H 15M,80.6,19.4
656876,FF,1113,11.667026055705302,4.464510332434861,2454.0,0.933034714457894, 0H 00M,97.6,18.7
446372,FC,490,28.44,3.748571428571429,2458.0,0.3606983603511915,-1H 15M,87.6,7.9
657277,SL,874,41.53386727688787,10.800572082379864,2712.0,0.5330566334421865,+0H 45M,81.4,13.1
500779,CH,306,29.466339869281047,11.512745098039217,1240.0,0.9658584259858476,-0H 30M,86.1,11.6
660271,FF,1018,14.675442043222002,3.6649312377210213,2125.0,0.7563292762987909,-0H 30M,93.3,14.3
543475,FF,1724,13.910962877030162,7.145185614849187,2146.0,0.956596986343632,-0H 15M,92.3,18.8
608379,FF,1083,12.92871652816251,6.992797783933518,2126.0,0.9779100267917328, 0H 00M,93.6,18.1
592791,FF,1299,13.10454195535027,3.5527328714395687,2418.0,0.8378128490474367,-0H 15M,93.9,17.7
656271,FF,124,13.8,11.0,2235.0,0.9830828887620652, 0H 00M,94.7,20.0
471911,SL,601,33.810149750415974,2.757404326123128,2784.0,0.2470690377046262,-0H 45M,86.1,5.4
607200,FC,818,27.773716381418094,3.110513447432763,2033.0,0.4526030814386225,-1H 15M,88.7,6.7
670036,SL,124,37.8,17.2,2595.0,0.4962275649959377,+1H 00M,83.1,18.2
621082,SI,124,20.2,16.5,2058.0,0.977346548062532,+0H 30M,93.1,20.4
547179,SI,124,22.8,16.3,2436.0,0.9255479592942436,+0H 45M,95.9,21.2
571656,FF,649,15.509553158705701,11.45146379044684,2281.0,0.9715126882066598,-0H 15M,93.2,19.1
608344,SI,638,20.880721003134795,14.45423197492163,1919.0,0.9691438263087426,-0H 30M,91.6,17.9
676879,SL,328,43.25,9.950000000000001,2557.0,0.3799929209026415,-1H 15M,83.7,12.0
572971,SI,1465,29.86320819112628,14.343617747440273,2055.0,0.7526119162913999,-1H 15M,87.2,14.4
680686,CU,427,43.614285714285714,1.614285714285714,2430.0,0.2369741420796686,-1H 00M,83.8,5.6
641771,SL,1059,32.74277620396601,3.715391879131256,2528.0,0.3054993590087105,-0H 45M,87.7,4.9
543294,FF,856,20.498831775700936,6.517757009345795,1970.0,0.9165056412063682, 0H 00M,87.4,15.3
669330,FF,624,10.519551282051282,4.373717948717949,2428.0,0.942618796978974, 0H 00M,95.2,19.9
669145,FF,643,16.41181959564541,6.759409020217729,2360.0,0.8130934938698925, 0H 00M,91.4,17.3
621244,CU,1378,43.26066763425254,15.05253991291727,2357.0,0.4923769972241865,+0H 45M,83.4,16.1
641771,SI,539,20.30482374768089,14.445454545454545,2004.0,0.9831212301625952,+0H 15M,94.0,18.2
607200,SI,1508,21.29973474801061,10.194960212201591,1836.0,0.775096120840769,+1H 00M,93.4,13.8
642028,FF,391,17.92378516624041,11.80230179028133,2078.0,0.9907251369866894,+0H 15M,90.5,19.1
641726,SI,222,19.29054054054054,16.3,2120.0,0.9796709736870912,+0H 15M,93.5,20.7
502042,FF,268,12.993656716417911,5.809701492537314,2120.0,0.9619013067167408,-0H 15M,92.0,19.5
571578,FF,1070,17.452242990654206,7.8642990654205605,2159.0,0.8813932441582851, 0H 00M,90.2,16.7
657746,SL,186,39.296774193548394,3.5483870967741935,2209.0,0.2148034460495219,-1H 45M,80.7,4.7
656876,FC,120,27.2,1.2,2635.0,0.3773266329290706,-0H 30M,91.5,5.2
669395,FF,184,14.295652173913044,5.230434782608696,2520.0,0.8194054057525127,-0H 30M,98.2,16.7
445926,FC,440,21.57590909090909,1.6804545454545456,2269.0,0.6825534538654214,-0H 45M,89.0,12.6
608379,CH,876,26.921118721461188,13.650799086757994,1541.0,0.9078876542269392,+0H 15M,86.9,15.8
607481,SI,839,28.792014302741357,14.708581644815258,1983.0,0.790092377907328,-1H 15M,95.6,14.9
448179,CU,1343,66.70826507818317,19.412732688011914,2843.0,0.9319692640212264, 0H 00M,72.7,25.8
681799,FC,119,22.2,2.4,2596.0,0.5035144458589216,-0H 45M,93.2,8.9
656876,SL,533,40.46772983114447,5.567917448405253,2725.0,0.3150162722235652,-1H 15M,86.8,7.4
669145,CH,404,28.376732673267327,16.782920792079207,1866.0,0.9930153879435598, 0H 00M,84.6,19.7
446372,CU,511,41.18493150684932,17.084735812133072,2504.0,0.5431672540602659,+0H 45M,81.9,18.0
664062,FF,885,13.132429378531075,7.890847457627118,2503.0,0.981458601047966, 0H 00M,95.1,20.2
669432,CH,816,36.64656862745098,13.703186274509804,1456.0,0.91188591582031,-0H 45M,84.3,16.0
518876,FF,1010,16.672079207920792,7.189405940594059,2436.0,0.7878513128896255,-0H 15M,92.1,16.7
661383,FF,194,15.442268041237114,2.783505154639175,2327.0,0.8517050867147895, 0H 00M,96.5,15.6
642585,FF,117,7.6,6.0,2377.0,0.99713275268903, 0H 00M,97.5,22.0
593423,SI,1349,15.900370644922166,15.107042253521128,2280.0,0.9116182571611888,+0H 45M,95.7,20.4
657140,FF,214,16.809345794392524,11.902803738317756,2434.0,0.8283547187465115,-0H 15M,94.7,17.2
669211,FF,1437,14.332776617954071,10.834725121781489,2391.0,0.9857649626571704,+0H 15M,91.9,20.9
656756,SI,879,20.04311717861206,15.511149032992035,2175.0,0.9031235447150746,-0H 45M,92.5,19.2
594835,SI,1651,17.765051483949122,11.091338582677166,2175.0,0.9924958586811006,-0H 15M,88.2,20.1
669302,SL,623,34.78346709470305,6.537239165329052,2278.0,0.3638305173547719,+0H 30M,83.4,8.3
605447,FF,853,10.869519343493552,5.410082063305979,2334.0,0.9109156230012008, 0H 00M,96.5,18.0
665665,CH,115,38.7,17.1,1949.0,0.8610114385447019,-1H 00M,84.2,17.3
645261,SI,1220,21.537704918032787,17.29967213114754,2373.0,0.8857092741663839,+0H 45M,96.2,19.2
601713,CU,835,63.45952095808383,8.123952095808383,2611.0,0.7601113931082424,-0H 15M,79.7,18.4
605540,SI,1236,16.460194174757284,13.912216828478964,2371.0,0.8919963755757101,+0H 45M,96.3,19.3
664141,SI,874,20.91395881006865,15.810526315789474,2298.0,0.8708005356638059,+0H 45M,93.8,18.7
622663,CH,114,24.6,13.9,1599.0,0.9912901713863788,+0H 15M,88.7,17.9
645261,SL,1004,30.620219123505972,1.3877490039840639,2400.0,0.1606560266179071, 0H 00M,87.3,3.7
664141,SL,1038,33.001252408477846,1.3207129094412333,2633.0,0.1968334560300732,-0H 30M,87.5,3.0
543475,SL,926,38.792980561555076,10.29827213822894,2369.0,0.348878351344895,-1H 00M,85.6,6.0
641712,SL,232,28.810344827586206,0.6383620689655174,2364.0,0.2462899714449359,+0H 30M,88.3,5.4
693821,SI,112,23.7,15.1,1932.0,0.7912023445368749,+1H 00M,91.3,17.8
642770,SI,326,19.0478527607362,17.111349693251533,2131.0,0.939054839943653,+0H 30M,98.5,19.0
663556,CU,432,51.49097222222222,6.7451388888888895,2652.0,0.548168960694375,+0H 45M,82.5,14.6
621368,SL,547,35.634552102376595,4.961425959780621,2179.0,0.4239560657563473,-0H 15M,83.8,7.5
656557,FF,656,22.460823170731707,7.034451219512196,2081.0,0.616981874516408,-0H 30M,92.9,9.4
554430,SL,1078,27.217346938775513,2.483395176252319,2417.0,0.2723803046295295,-1H 45M,89.8,5.5
571800,FF,267,15.217228464419476,3.358801498127341,2146.0,0.8372754287704559, 0H 00M,92.4,15.8
664062,SL,484,32.610743801652895,4.095867768595041,2761.0,0.2527306067103783,-1H 15M,87.5,5.0
595881,FF,110,16.1,11.3,2079.0,0.9161218355913232, 0H 00M,95.9,14.3
664285,CU,1104,59.41413043478261,13.235235507246378,3009.0,0.7645384490799545,+0H 15M,80.6,21.5
663776,FF,729,15.476131687242798,3.8536351165980793,2010.0,0.9412429828430028, 0H 00M,92.8,15.6
608718,FF,1343,24.126135517498135,3.627922561429635,2161.0,0.6622508549777877,+0H 45M,85.3,11.8
459429,FF,1220,15.097704918032788,11.448114754098361,2259.0,0.9852151127007192,+0H 15M,94.9,18.8
645261,CH,905,29.21348066298342,16.230939226519336,1984.0,0.8727205616223838,+1H 00M,90.1,17.5
624133,CH,498,31.443775100401602,15.396987951807226,1461.0,0.9139917599945876,-0H 45M,83.3,15.7
650911,SI,242,21.9801652892562,17.2900826446281,2071.0,0.9800978298122488,-0H 30M,93.8,19.9
642130,FF,911,15.530296377607026,2.306256860592755,2280.0,0.7788674534574774,+0H 30M,93.7,15.6
605397,FF,886,18.775282167042892,5.098194130925508,2449.0,0.716849630832779,-0H 45M,92.6,13.2
571945,SI,270,19.839999999999996,13.32,2226.0,0.7966435786447923,+1H 00M,92.8,17.2
641729,FF,818,13.021271393643032,9.447677261613691,2465.0,0.9420584950349143, 0H 00M,94.2,19.5
448179,FF,1558,16.27445442875481,9.24602053915276,2397.0,0.958474594922924, 0H 00M,87.9,20.7
666200,FF,842,15.246793349168644,13.456294536817103,2456.0,0.95701360278715, 0H 00M,95.5,19.9
571927,CH,874,35.04897025171625,15.878032036613272,2278.0,0.8536772631878146,-0H 15M,84.8,17.2
579328,FC,1318,23.22238239757208,0.4025796661608498,2272.0,0.5861210825970808,+0H 45M,92.1,8.5
644364,SL,107,37.9,1.1,2499.0,0.1193970256889394,-1H 15M,84.3,3.2
476595,FC,876,27.5587899543379,4.885502283105023,2554.0,0.4385012818741172,+0H 45M,88.3,8.3
664299,SL,816,38.732352941176465,11.723039215686274,2600.0,0.4881753236807257,+0H 45M,78.8,13.6
605400,CU,1214,55.07726523887974,14.73484349258649,2504.0,0.8642092161706886, 0H 00M,78.6,20.5
640448,SI,1228,14.62842019543974,11.417263843648207,1915.0,0.9955222610496104, 0H 00M,95.0,18.2
621383,FF,106,15.199999999999998,2.2,2287.0,0.8099594861570902,+0H 15M,92.2,16.8
445276,FC,987,16.039108409321177,7.630901722391084,2561.0,0.7077343723850759,-0H 30M,90.9,15.3
528748,SI,354,30.948587570621466,16.229378531073447,1961.0,0.8309842775089975,+1H 00M,89.3,17.2
650556,FF,416,12.617788461538462,7.821634615384616,2257.0,0.8843369733968992,-0H 30M,92.8,17.5
608349,FF,505,12.96851485148515,4.62118811881188,2388.0,0.8828694364740515,-0H 15M,94.2,17.6
621111,FC,705,23.674468085106383,5.7141843971631205,2812.0,0.4852396407071733,-0H 45M,92.9,11.2
657508,FF,208,11.886538461538462,3.2495192307692307,2095.0,0.951820482607564, 0H 00M,93.6,17.8
548389,FF,1319,14.082183472327522,4.5884003032600456,2282.0,0.926567296291702,-0H 15M,91.7,18.4
592351,FF,1631,19.290864500306558,12.581422440220724,2154.0,0.9722313413881088,+0H 15M,94.0,15.6
670280,FF,695,12.866043165467625,9.099712230215827,2249.0,0.9349393144966476,-0H 15M,95.8,18.3
592473,SI,438,36.65022831050228,17.682876712328767,2149.0,0.941152524170316,-0H 30M,89.1,18.3
518516,FF,1123,18.12760463045414,7.907925200356189,2426.0,0.8330959499797357,+0H 15M,88.4,17.8
